Time,Queue Density,Dynamic Density
0,1,1
0,1,1
0,1,1
0,1,1
0,1,1
0.333333,0.083477,0.144445
0.333333,0.083477,0.144445
0.333333,0.083477,0.144445
0.333333,0.083477,0.144445
0.333333,0.083477,0.144445
0.666667,0.10231,0.100155
0.666667,0.10231,0.100155
0.666667,0.10231,0.100155
0.666667,0.10231,0.100155
0.666667,0.10231,0.100155
1,0.108334,0.0987523
1,0.108334,0.0987523
1,0.108334,0.0987523
1,0.108334,0.0987523
1,0.108334,0.0987523
1.33333,0.113067,0.102581
1.33333,0.113067,0.102581
1.33333,0.113067,0.102581
1.33333,0.113067,0.102581
1.33333,0.113067,0.102581
1.66667,0.119561,0.0802049
1.66667,0.119561,0.0802049
1.66667,0.119561,0.0802049
1.66667,0.119561,0.0802049
1.66667,0.119561,0.0802049
2,0.127461,0.0867884
2,0.127461,0.0867884
2,0.127461,0.0867884
2,0.127461,0.0867884
2,0.127461,0.0867884
2.33333,0.130447,0.086902
2.33333,0.130447,0.086902
2.33333,0.130447,0.086902
2.33333,0.130447,0.086902
2.33333,0.130447,0.086902
2.66667,0.133186,0.0830146
2.66667,0.133186,0.0830146
2.66667,0.133186,0.0830146
2.66667,0.133186,0.0830146
2.66667,0.133186,0.0830146
3,0.138002,0.0877053
3,0.138002,0.0877053
3,0.138002,0.0877053
3,0.138002,0.0877053
3,0.138002,0.0877053
3.33333,0.139613,0.0828853
3.33333,0.139613,0.0828853
3.33333,0.139613,0.0828853
3.33333,0.139613,0.0828853
3.33333,0.139613,0.0828853
3.66667,0.145683,0.0809965
3.66667,0.145683,0.0809965
3.66667,0.145683,0.0809965
3.66667,0.145683,0.0809965
3.66667,0.145683,0.0809965
4,0.148164,0.0774539
4,0.148164,0.0774539
4,0.148164,0.0774539
4,0.148164,0.0774539
4,0.148164,0.0774539
4.33333,0.142662,0.0684134
4.33333,0.142662,0.0684134
4.33333,0.142662,0.0684134
4.33333,0.142662,0.0684134
4.33333,0.142662,0.0684134
4.66667,0.141608,0.0657604
4.66667,0.141608,0.0657604
4.66667,0.141608,0.0657604
4.66667,0.141608,0.0657604
4.66667,0.141608,0.0657604
5,0.14546,0.0552386
5,0.14546,0.0552386
5,0.14546,0.0552386
5,0.14546,0.0552386
5,0.14546,0.0552386
5.33333,0.155923,0.0663247
5.33333,0.155923,0.0663247
5.33333,0.155923,0.0663247
5.33333,0.155923,0.0663247
5.33333,0.155923,0.0663247
5.66667,0.173745,0.0784532
5.66667,0.173745,0.0784532
5.66667,0.173745,0.0784532
5.66667,0.173745,0.0784532
5.66667,0.173745,0.0784532
6,0.198817,0.116449
6,0.198817,0.116449
6,0.198817,0.116449
6,0.198817,0.116449
6,0.198817,0.116449
6.33333,0.210421,0.153207
6.33333,0.210421,0.153207
6.33333,0.210421,0.153207
6.33333,0.210421,0.153207
6.33333,0.210421,0.153207
6.66667,0.214375,0.157204
6.66667,0.214375,0.157204
6.66667,0.214375,0.157204
6.66667,0.214375,0.157204
6.66667,0.214375,0.157204
7,0.21327,0.147866
7,0.21327,0.147866
7,0.21327,0.147866
7,0.21327,0.147866
7,0.21327,0.147866
7.33333,0.224187,0.134178
7.33333,0.224187,0.134178
7.33333,0.224187,0.134178
7.33333,0.224187,0.134178
7.33333,0.224187,0.134178
7.66667,0.239094,0.141811
7.66667,0.239094,0.141811
7.66667,0.239094,0.141811
7.66667,0.239094,0.141811
7.66667,0.239094,0.141811
8,0.241069,0.141114
8,0.241069,0.141114
8,0.241069,0.141114
8,0.241069,0.141114
8,0.241069,0.141114
8.33333,0.243064,0.152658
8.33333,0.243064,0.152658
8.33333,0.243064,0.152658
8.33333,0.243064,0.152658
8.33333,0.243064,0.152658
8.66667,0.246175,0.147521
8.66667,0.246175,0.147521
8.66667,0.246175,0.147521
8.66667,0.246175,0.147521
8.66667,0.246175,0.147521
9,0.25272,0.158384
9,0.25272,0.158384
9,0.25272,0.158384
9,0.25272,0.158384
9,0.25272,0.158384
9.33333,0.261486,0.158325
9.33333,0.261486,0.158325
9.33333,0.261486,0.158325
9.33333,0.261486,0.158325
9.33333,0.261486,0.158325
9.66667,0.261635,0.16079
9.66667,0.261635,0.16079
9.66667,0.261635,0.16079
9.66667,0.261635,0.16079
9.66667,0.261635,0.16079
10,0.256787,0.159269
10,0.256787,0.159269
10,0.256787,0.159269
10,0.256787,0.159269
10,0.256787,0.159269
10.3333,0.252155,0.151079
10.3333,0.252155,0.151079
10.3333,0.252155,0.151079
10.3333,0.252155,0.151079
10.3333,0.252155,0.151079
10.6667,0.244588,0.136411
10.6667,0.244588,0.136411
10.6667,0.244588,0.136411
10.6667,0.244588,0.136411
10.6667,0.244588,0.136411
11,0.240626,0.122794
11,0.240626,0.122794
11,0.240626,0.122794
11,0.240626,0.122794
11,0.240626,0.122794
11.3333,0.237738,0.119698
11.3333,0.237738,0.119698
11.3333,0.237738,0.119698
11.3333,0.237738,0.119698
11.3333,0.237738,0.119698
11.6667,0.235493,0.10813
11.6667,0.235493,0.10813
11.6667,0.235493,0.10813
11.6667,0.235493,0.10813
11.6667,0.235493,0.10813
12,0.23494,0.102655
12,0.23494,0.102655
12,0.23494,0.102655
12,0.23494,0.102655
12,0.23494,0.102655
12.3333,0.233353,0.095147
12.3333,0.233353,0.095147
12.3333,0.233353,0.095147
12.3333,0.233353,0.095147
12.3333,0.233353,0.095147
12.6667,0.232115,0.0865885
12.6667,0.232115,0.0865885
12.6667,0.232115,0.0865885
12.6667,0.232115,0.0865885
12.6667,0.232115,0.0865885
13,0.234,0.0856441
13,0.234,0.0856441
13,0.234,0.0856441
13,0.234,0.0856441
13,0.234,0.0856441
13.3333,0.23445,0.0763488
13.3333,0.23445,0.0763488
13.3333,0.23445,0.0763488
13.3333,0.23445,0.0763488
13.3333,0.23445,0.0763488
13.6667,0.235164,0.068915
13.6667,0.235164,0.068915
13.6667,0.235164,0.068915
13.6667,0.235164,0.068915
13.6667,0.235164,0.068915
14,0.234529,0.0578445
14,0.234529,0.0578445
14,0.234529,0.0578445
14,0.234529,0.0578445
14,0.234529,0.0578445
14.3333,0.234325,0.0490352
14.3333,0.234325,0.0490352
